"Sweep (n)","APD","APD value (ms)","APD value (mV)"
87,"APD 20",0.699999999999999,39.9999972060324
87,"APD 50",8.1,-1.99999986030162
87,"APD 90",37,-58.0999959417621
88,"APD 20",0.699999999999999,40.1999971920626
88,"APD 50",8.2,-1.849999870779
88,"APD 90",37,-58.1499959382696
89,"APD 20",0.699999999999999,40.1999971920626
89,"APD 50",7.9,-1.69999988125638
89,"APD 90",36.6,-58.0499959452545
90,"APD 20",0.699999999999999,40.149997195555
90,"APD 50",8.1,-1.79999987427146
90,"APD 90",36.7,-58.0999959417621
91,"APD 20",0.699999999999999,40.4499971746003
91,"APD 50",8.1,-1.69999988125638
91,"APD 90",36.7,-58.1499959382696
